path_fcgr	label	sample_id	tarfile	pred	prob	true_positive
data/fcgr/6mer/acinetobacter_baumannii__01/SAMN01922285.npy	acinetobacter_baumannii	SAMN01922285	acinetobacter_baumannii__01	acinetobacter_baumannii	0.9998689889907837	True
data/fcgr/6mer/dustbin__20/SAMN07258693.npy	acinetobacter_bereziniae	SAMN07258693	dustbin__20	acinetobacter_bereziniae	0.9722540378570557	True
data/fcgr/6mer/dustbin__22/SAMN05356262.npy	acinetobacter_defluvii	SAMN05356262	dustbin__22	acinetobacter_defluvii	0.905091404914856	True
data/fcgr/6mer/dustbin__10/SAMN01087856.npy	acinetobacter_haemolyticus	SAMN01087856	dustbin__10	acinetobacter_haemolyticus	0.8549028038978577	True
data/fcgr/6mer/dustbin__09/SAMEA2203527.npy	acinetobacter_indicus	SAMEA2203527	dustbin__09	acinetobacter_indicus	0.9220414757728577	True
data/fcgr/6mer/dustbin__10/SAMN01087839.npy	acinetobacter_johnsonii	SAMN01087839	dustbin__10	acinetobacter_johnsonii	0.918265700340271	True
data/fcgr/6mer/dustbin__20/SAMEA4548038.npy	acinetobacter_junii	SAMEA4548038	dustbin__20	acinetobacter_junii	0.9915117621421814	True
data/fcgr/6mer/dustbin__03/SAMN00102908.npy	acinetobacter_lwoffii	SAMN00102908	dustbin__03	acinetobacter_lwoffii	0.8725917935371399	True
data/fcgr/6mer/acinetobacter_nosocomialis__01/SAMN03174923.npy	acinetobacter_nosocomialis	SAMN03174923	acinetobacter_nosocomialis__01	acinetobacter_nosocomialis	0.9994552731513977	True
data/fcgr/6mer/acinetobacter_pittii__01/SAMN06892253.npy	acinetobacter_pittii	SAMN06892253	acinetobacter_pittii__01	acinetobacter_pittii	0.9954853057861328	True
data/fcgr/6mer/dustbin__05/SAMD00000816.npy	acinetobacter_radioresistens	SAMD00000816	dustbin__05	acinetobacter_radioresistens	0.9920823574066162	True
data/fcgr/6mer/dustbin__10/SAMEA2055265.npy	acinetobacter_schindleri	SAMEA2055265	dustbin__10	acinetobacter_schindleri	0.7539139986038208	True
data/fcgr/6mer/dustbin__11/SAMN04145665.npy	acinetobacter_soli	SAMN04145665	dustbin__11	acinetobacter_soli	0.993415355682373	True
data/fcgr/6mer/dustbin__19/SAMN08224479.npy	acinetobacter_sp._acnih1	SAMN08224479	dustbin__19	acinetobacter_sp._acnih1	0.9942822456359863	True
data/fcgr/6mer/dustbin__05/SAMN04964123.npy	acinetobacter_sp._adp1	SAMN04964123	dustbin__05	acinetobacter_sp._adp1	0.9993256330490112	True
data/fcgr/6mer/dustbin__08/SAMN06641960.npy	acinetobacter_sp._tth0-4	SAMN06641960	dustbin__08	acinetobacter_sp._tth0-4	0.9571958780288696	True
data/fcgr/6mer/dustbin__12/SAMN01087858.npy	acinetobacter_sp._wcha45	SAMN01087858	dustbin__12	acinetobacter_sp._wcha45	0.9781771898269653	True
data/fcgr/6mer/dustbin__22/SAMN09499718.npy	acinetobacter_venetianus	SAMN09499718	dustbin__22	acinetobacter_venetianus	0.37551915645599365	True
data/fcgr/6mer/actinobacillus_pleuropneumoniae__01/SAMEA1410976.npy	actinobacillus_pleuropneumoniae	SAMEA1410976	actinobacillus_pleuropneumoniae__01	actinobacillus_pleuropneumoniae	0.9999682903289795	True
data/fcgr/6mer/dustbin__15/SAMEA1530171.npy	actinobacillus_porcitonsillarum	SAMEA1530171	dustbin__15	actinobacillus_porcitonsillarum	0.9443041682243347	True
data/fcgr/6mer/dustbin__20/SAMN05518773.npy	actinobacillus_succinogenes	SAMN05518773	dustbin__20	actinobacillus_succinogenes	0.9998610019683838	True
data/fcgr/6mer/dustbin__14/SAMN02199228.npy	actinomyces_hongkongensis	SAMN02199228	dustbin__14	actinomyces_hongkongensis	0.6340558528900146	True
data/fcgr/6mer/dustbin__19/SAMEA4362463.npy	actinomyces_meyeri	SAMEA4362463	dustbin__19	actinomyces_meyeri	0.9958012700080872	True
data/fcgr/6mer/dustbin__22/SAMN00189094.npy	actinomyces_oris	SAMN00189094	dustbin__22	actinomyces_oris	0.9919275045394897	True
data/fcgr/6mer/dustbin__13/SAMN07511381.npy	actinomyces_radingae	SAMN07511381	dustbin__13	actinomyces_radingae	0.9834017753601074	True
data/fcgr/6mer/dustbin__01/SAMN02199010.npy	actinomyces_sp._oral_taxon_414	SAMN02199010	dustbin__01	actinomyces_sp._oral_taxon_414	0.6260752081871033	True
data/fcgr/6mer/dustbin__10/SAMN05443670.npy	actinoplanes_derwentensis	SAMN05443670	dustbin__10	actinoplanes_derwentensis	0.7523030638694763	True
data/fcgr/6mer/dustbin__12/SAMN04487820.npy	actinopolyspora_erythraea	SAMN04487820	dustbin__12	actinopolyspora_erythraea	0.9893380403518677	True
data/fcgr/6mer/dustbin__22/SAMN02199091.npy	actinotignum_schaalii	SAMN02199091	dustbin__22	actinotignum_schaalii	0.9263755083084106	True
data/fcgr/6mer/dustbin__04/SAMN06473686.npy	acutalibacter_muris	SAMN06473686	dustbin__04	acutalibacter_muris	0.7185296416282654	True
data/fcgr/6mer/dustbin__04/SAMEA3725540.npy	adlercreutzia_equolifaciens	SAMEA3725540	dustbin__04	adlercreutzia_equolifaciens	0.8916451334953308	True
data/fcgr/6mer/dustbin__08/SAMN05216556.npy	aequorivita_sublithincola	SAMN05216556	dustbin__08	aequorivita_sublithincola	0.7067700028419495	True
data/fcgr/6mer/dustbin__04/SAMN02369401.npy	aerococcus_christensenii	SAMN02369401	dustbin__04	aerococcus_christensenii	0.8851467967033386	True
data/fcgr/6mer/dustbin__11/SAMN03436208.npy	aerococcus_sanguinicola	SAMN03436208	dustbin__11	aerococcus_sanguinicola	0.9956467747688293	True
data/fcgr/6mer/dustbin__15/SAMN08895441.npy	aerococcus_urinae	SAMN08895441	dustbin__15	aerococcus_urinae	0.999951958656311	True
data/fcgr/6mer/dustbin__12/SAMN03604111.npy	aerococcus_urinaeequi	SAMN03604111	dustbin__12	aerococcus_urinaeequi	0.9553771615028381	True
data/fcgr/6mer/dustbin__09/SAMN04487985.npy	aerococcus_urinaehominis	SAMN04487985	dustbin__09	aerococcus_urinaehominis	0.8522428274154663	True
data/fcgr/6mer/dustbin__22/SAMEA3642893.npy	aeromicrobium_erythreum	SAMEA3642893	dustbin__22	aeromicrobium_erythreum	0.759967565536499	True
data/fcgr/6mer/dustbin__06/SAMEA3643053.npy	aeromicrobium_sp._592	SAMEA3643053	dustbin__06	aeromicrobium_sp._592	0.6455877423286438	True
data/fcgr/6mer/dustbin__19/SAMEA2051778.npy	aeromonas_caviae	SAMEA2051778	dustbin__19	aeromonas_caviae	0.4196030795574188	True
data/fcgr/6mer/aeromonas_hydrophila__01/SAMEA104148097.npy	aeromonas_hydrophila	SAMEA104148097	aeromonas_hydrophila__01	aeromonas_hydrophila	0.9966421127319336	True
data/fcgr/6mer/aeromonas_salmonicida__01/SAMN06168071.npy	aeromonas_salmonicida	SAMN06168071	aeromonas_salmonicida__01	aeromonas_salmonicida	0.9977692365646362	True
data/fcgr/6mer/dustbin__09/SAMN09980262.npy	aeromonas_sp._asnih1	SAMN09980262	dustbin__09	aeromonas_sp._asnih1	0.48852360248565674	True
data/fcgr/6mer/dustbin__07/SAMEA2051517.npy	aeromonas_sp._asnih7	SAMEA2051517	dustbin__07	aeromonas_sp._asnih7	0.533103883266449	True
data/fcgr/6mer/dustbin__14/SAMEA2752408.npy	aeromonas_sp._cu5	SAMEA2752408	dustbin__14	aeromonas_sp._cu5	0.8742510080337524	True
data/fcgr/6mer/aeromonas_veronii__01/SAMN07312779.npy	aeromonas_veronii	SAMN07312779	aeromonas_veronii__01	aeromonas_veronii	0.9974472522735596	True
data/fcgr/6mer/dustbin__05/SAMN02256508.npy	aggregatibacter_actinomycetemcomitans	SAMN02256508	dustbin__05	aggregatibacter_actinomycetemcomitans	0.9154998660087585	True
data/fcgr/6mer/dustbin__21/SAMN09011126.npy	aggregatibacter_aphrophilus	SAMN09011126	dustbin__21	aggregatibacter_aphrophilus	0.9556648135185242	True
data/fcgr/6mer/dustbin__09/SAMN00210783.npy	aggregatibacter_segnis	SAMN00210783	dustbin__09	aggregatibacter_segnis	0.948032557964325	True
data/fcgr/6mer/dustbin__20/SAMN09232636.npy	agrobacterium_fabrum	SAMN09232636	dustbin__20	agrobacterium_fabrum	0.42539599537849426	True
data/fcgr/6mer/dustbin__14/SAMN09298572.npy	agrobacterium_sp._rac06	SAMN09298572	dustbin__14	agrobacterium_sp._rac06	0.9482859969139099	True
data/fcgr/6mer/dustbin__17/SAMEA3643028.npy	agrobacterium_tumefaciens	SAMEA3643028	dustbin__17	agrobacterium_tumefaciens	0.9678505063056946	True
data/fcgr/6mer/dustbin__19/SAMN02440814.npy	agrococcus_carbonis	SAMN02440814	dustbin__19	agrococcus_carbonis	0.8383271098136902	True
data/fcgr/6mer/dustbin__09/SAMN04283684.npy	agromyces_aureus	SAMN04283684	dustbin__09	agromyces_aureus	0.6391869783401489	True
data/fcgr/6mer/dustbin__21/SAMN02194933.npy	agromyces_sp._30a	SAMN02194933	dustbin__21	agromyces_sp._30a	0.8718751072883606	True
data/fcgr/6mer/dustbin__05/SAMN06473757.npy	akkermansia_muciniphila	SAMN06473757	dustbin__05	akkermansia_muciniphila	0.9163762331008911	True
data/fcgr/6mer/dustbin__15/SAMEA2247602.npy	alcaligenes_faecalis	SAMEA2247602	dustbin__15	alcaligenes_faecalis	0.9957410097122192	True
data/fcgr/6mer/dustbin__15/SAMN04580767.npy	alcanivorax_borkumensis	SAMN04580767	dustbin__15	alcanivorax_borkumensis	0.9992488026618958	True
data/fcgr/6mer/dustbin__06/SAMN05877962.npy	alcanivorax_xenomutans	SAMN05877962	dustbin__06	alcanivorax_xenomutans	0.9980315566062927	True
data/fcgr/6mer/dustbin__21/SAMN03080608.npy	algoriphagus_machipongonensis	SAMN03080608	dustbin__21	algoriphagus_machipongonensis	0.9098555445671082	True
data/fcgr/6mer/dustbin__09/SAMN02584932.npy	algoriphagus_sp._m8-2	SAMN02584932	dustbin__09	algoriphagus_sp._m8-2	0.9879758954048157	True
data/fcgr/6mer/dustbin__20/SAMD00010747.npy	alicycliphilus_denitrificans	SAMD00010747	dustbin__20	alicycliphilus_denitrificans	0.9279909729957581	True
data/fcgr/6mer/dustbin__21/SAMN06265014.npy	alicyclobacillus_acidocaldarius	SAMN06265014	dustbin__21	alicyclobacillus_acidocaldarius	0.9675605893135071	True
data/fcgr/6mer/dustbin__08/SAMN04579235.npy	aliivibrio_fischeri	SAMN04579235	dustbin__08	aliivibrio_fischeri	0.9999269247055054	True
data/fcgr/6mer/dustbin__22/SAMN04279305.npy	aliivibrio_wodanis	SAMN04279305	dustbin__22	aliivibrio_wodanis	0.8772197961807251	True
data/fcgr/6mer/dustbin__14/SAMN02193981.npy	alistipes_finegoldii	SAMN02193981	dustbin__14	alistipes_finegoldii	0.9890742897987366	True
data/fcgr/6mer/dustbin__19/SAMN01920575.npy	alistipes_shahii	SAMN01920575	dustbin__19	alistipes_shahii	0.9707613587379456	True
data/fcgr/6mer/dustbin__20/SAMN03080606.npy	alkaliphilus_metalliredigens	SAMN03080606	dustbin__20	alkaliphilus_metalliredigens	0.7733885645866394	True
data/fcgr/6mer/dustbin__03/SAMN06265379.npy	alkalitalea_saponilacus	SAMN06265379	dustbin__03	alkalitalea_saponilacus	0.40544041991233826	True
data/fcgr/6mer/dustbin__15/SAMN03080607.npy	alloactinosynnema_sp._l-07	SAMN03080607	dustbin__15	alloactinosynnema_sp._l-07	0.9612972140312195	True
data/fcgr/6mer/dustbin__13/SAMN02744737.npy	alpha_proteobacterium_himb5	SAMN02744737	dustbin__13	alpha_proteobacterium_himb5	0.21290408074855804	True
data/fcgr/6mer/dustbin__08/SAMN08886181.npy	alpha_proteobacterium_himb59	SAMN08886181	dustbin__08	alpha_proteobacterium_himb59	0.6795250773429871	True
data/fcgr/6mer/dustbin__21/SAMN05805728.npy	alteromonas_macleodii	SAMN05805728	dustbin__21	alteromonas_macleodii	0.9658814668655396	True
data/fcgr/6mer/dustbin__13/SAMN02744984.npy	alteromonas_mediterranea	SAMN02744984	dustbin__13	alteromonas_mediterranea	0.41805317997932434	True
data/fcgr/6mer/dustbin__09/SAMN05421734.npy	amphibacillus_xylanus	SAMN05421734	dustbin__09	amphibacillus_xylanus	0.9540382027626038	True
data/fcgr/6mer/dustbin__01/SAMN02441562.npy	amycolatopsis_albispora	SAMN02441562	dustbin__01	amycolatopsis_albispora	0.8764209747314453	True
data/fcgr/6mer/dustbin__16/SAMN05421837.npy	amycolatopsis_mediterranei	SAMN05421837	dustbin__16	amycolatopsis_mediterranei	0.6957142353057861	True
data/fcgr/6mer/dustbin__21/SAMN05421854.npy	amycolatopsis_sp._aa4	SAMN05421854	dustbin__21	amycolatopsis_sp._aa4	0.8844960331916809	True
data/fcgr/6mer/dustbin__11/SAMN01939083.npy	amycolatopsis_sp._bja-103	SAMN01939083	dustbin__11	amycolatopsis_sp._bja-103	0.44499388337135315	True
data/fcgr/6mer/dustbin__18/SAMN04480451.npy	anaerococcus_mediterraneensis	SAMN04480451	dustbin__18	anaerococcus_mediterraneensis	0.816362738609314	True
data/fcgr/6mer/dustbin__20/SAMEA3545276.npy	anaerostipes_hadrus	SAMEA3545276	dustbin__20	anaerostipes_hadrus	0.9442911148071289	True
data/fcgr/6mer/dustbin__10/SAMD00093492.npy	anaerotignum_propionicum	SAMD00093492	dustbin__10	anaerotignum_propionicum	0.2750021815299988	True
data/fcgr/6mer/dustbin__19/SAMN08107863.npy	anaplasma_marginale	SAMN08107863	dustbin__19	anaplasma_marginale	0.25564369559288025	True
data/fcgr/6mer/dustbin__19/SAMN02585076.npy	anaplasma_phagocytophilum	SAMN02585076	dustbin__19	anaplasma_phagocytophilum	0.9976986050605774	True
data/fcgr/6mer/dustbin__22/SAMN02440807.npy	aneurinibacillus_sp._xh2	SAMN02440807	dustbin__22	aneurinibacillus_sp._xh2	0.6741799116134644	True
data/fcgr/6mer/dustbin__04/SAMN00777080.npy	aquiflexum_balticum	SAMN00777080	dustbin__04	aquiflexum_balticum	0.9883169531822205	True
data/fcgr/6mer/dustbin__22/SAMN04488083.npy	archangium_gephyra	SAMN04488083	dustbin__22	archangium_gephyra	0.7474285960197449	True
data/fcgr/6mer/dustbin__19/SAMEA103954483.npy	arcobacter_butzleri	SAMEA103954483	dustbin__19	arcobacter_butzleri	0.9980226755142212	True
data/fcgr/6mer/dustbin__11/SAMN03737952.npy	arcobacter_halophilus	SAMN03737952	dustbin__11	arcobacter_halophilus	0.8454082608222961	True
data/fcgr/6mer/dustbin__08/SAMN03567964.npy	arcobacter_nitrofigilis	SAMN03567964	dustbin__08	arcobacter_nitrofigilis	0.39531126618385315	True
data/fcgr/6mer/dustbin__16/SAMN03737956.npy	arcobacter_trophiarum	SAMN03737956	dustbin__16	arcobacter_trophiarum	0.9950515627861023	True
data/fcgr/6mer/dustbin__07/SAMN02199412.npy	arenibacter_algicola	SAMN02199412	dustbin__07	arenibacter_algicola	0.4350501000881195	True
data/fcgr/6mer/dustbin__03/SAMN02199275.npy	arsenicicoccus_sp._oral_taxon_190	SAMN02199275	dustbin__03	arsenicicoccus_sp._oral_taxon_190	0.32839280366897583	True
data/fcgr/6mer/dustbin__22/SAMN08041338.npy	arthrobacter_alpinus	SAMN08041338	dustbin__22	arthrobacter_alpinus	0.990349531173706	True
data/fcgr/6mer/dustbin__12/SAMN07428340.npy	arthrobacter_sp._qxt-31	SAMN07428340	dustbin__12	arthrobacter_sp._qxt-31	0.9650195240974426	True
data/fcgr/6mer/dustbin__08/SAMEA3642809.npy	arthrobacter_sp._u41	SAMEA3642809	dustbin__08	arthrobacter_sp._u41	0.9366244673728943	True
data/fcgr/6mer/dustbin__17/SAMN09075520.npy	arthrobacter_sp._yn	SAMN09075520	dustbin__17	arthrobacter_sp._yn	0.9809011816978455	True
data/fcgr/6mer/dustbin__21/SAMN09009631.npy	asaia_bogorensis	SAMN09009631	dustbin__21	asaia_bogorensis	0.9290179014205933	True
data/fcgr/6mer/dustbin__07/SAMN02923828.npy	atopobium_parvulum	SAMN02923828	dustbin__07	atopobium_parvulum	0.9802495241165161	True
data/fcgr/6mer/dustbin__02/SAMN05216566.npy	aureimonas_sp._au20	SAMN05216566	dustbin__02	aureimonas_sp._au20	0.963440477848053	True
data/fcgr/6mer/dustbin__17/SAMN05421829.npy	azoarcus_sp._cib	SAMN05421829	dustbin__17	azoarcus_sp._cib	0.9197132587432861	True
data/fcgr/6mer/dustbin__11/SAMN02232011.npy	azospira_oryzae	SAMN02232011	dustbin__11	azospira_oryzae	0.9774618744850159	True
data/fcgr/6mer/dustbin__08/SAMN04244574.npy	azotobacter_chroococcum	SAMN04244574	dustbin__08	azotobacter_chroococcum	0.8764580488204956	True
data/fcgr/6mer/bacillus_anthracis__01/SAMN07332929.npy	bacillus_anthracis	SAMN07332929	bacillus_anthracis__01	bacillus_anthracis	0.9919673800468445	True
data/fcgr/6mer/bacillus_cereus__01/SAMEA4051948.npy	bacillus_cereus	SAMEA4051948	bacillus_cereus__01	bacillus_cereus	0.9828107357025146	True
data/fcgr/6mer/dustbin__07/SAMN03120846.npy	bacillus_coagulans	SAMN03120846	dustbin__07	bacillus_coagulans	0.9812936186790466	True
data/fcgr/6mer/dustbin__05/SAMN02745910.npy	bacillus_filamentosus	SAMN02745910	dustbin__05	bacillus_filamentosus	0.9670402407646179	True
data/fcgr/6mer/dustbin__17/SAMN05880580.npy	bacillus_flexus	SAMN05880580	dustbin__17	bacillus_flexus	0.9339406490325928	True
data/fcgr/6mer/dustbin__22/SAMEA1708678.npy	bacillus_licheniformis	SAMEA1708678	dustbin__22	bacillus_licheniformis	0.8438750505447388	True
data/fcgr/6mer/dustbin__01/SAMN02756826.npy	bacillus_megaterium	SAMN02756826	dustbin__01	bacillus_megaterium	0.9661256074905396	True
data/fcgr/6mer/dustbin__06/SAMN04870885.npy	bacillus_methanolicus	SAMN04870885	dustbin__06	bacillus_methanolicus	0.9663100242614746	True
data/fcgr/6mer/dustbin__03/SAMN00768187.npy	bacillus_mycoides	SAMN00768187	dustbin__03	bacillus_mycoides	0.7607919573783875	True
data/fcgr/6mer/dustbin__08/SAMN02927901.npy	bacillus_oceanisediminis	SAMN02927901	dustbin__08	bacillus_oceanisediminis	0.8364298939704895	True
data/fcgr/6mer/dustbin__08/SAMN02739358.npy	bacillus_pseudomycoides	SAMN02739358	dustbin__08	bacillus_pseudomycoides	0.7295454144477844	True
data/fcgr/6mer/dustbin__16/SAMEA2298629.npy	bacillus_safensis	SAMEA2298629	dustbin__16	bacillus_safensis	0.5586643815040588	True
data/fcgr/6mer/dustbin__08/SAMEA1027309.npy	bacillus_simplex	SAMEA1027309	dustbin__08	bacillus_simplex	0.9620112180709839	True
data/fcgr/6mer/dustbin__06/SAMN02598535.npy	bacillus_sp._1nla3e	SAMN02598535	dustbin__06	bacillus_sp._1nla3e	0.6198757290840149	True
data/fcgr/6mer/dustbin__05/SAMN05518871.npy	bacillus_sp._fjat-22090	SAMN05518871	dustbin__05	bacillus_sp._fjat-22090	0.9435088634490967	True
data/fcgr/6mer/dustbin__22/SAMN05443253.npy	bacillus_sp._x1(2014)	SAMN05443253	dustbin__22	bacillus_sp._x1(2014)	0.5334574580192566	True
data/fcgr/6mer/bacillus_subtilis__01/SAMN06351180.npy	bacillus_subtilis	SAMN06351180	bacillus_subtilis__01	bacillus_subtilis	0.9967172741889954	True
data/fcgr/6mer/dustbin__05/SAMN08913267.npy	bacillus_thermoamylovorans	SAMN08913267	dustbin__05	bacillus_thermoamylovorans	0.9964285492897034	True
data/fcgr/6mer/bacillus_thuringiensis__01/SAMN03800021.npy	bacillus_thuringiensis	SAMN03800021	bacillus_thuringiensis__01	bacillus_thuringiensis	0.7926134467124939	True
data/fcgr/6mer/dustbin__06/SAMN02664636.npy	bacillus_velezensis	SAMN02664636	dustbin__06	bacillus_velezensis	0.976538896560669	True
data/fcgr/6mer/dustbin__08/SAMN02584959.npy	bacillus_weihaiensis	SAMN02584959	dustbin__08	bacillus_weihaiensis	0.719146728515625	True
data/fcgr/6mer/dustbin__05/SAMEA2826841.npy	bacterium_2013arg42i	SAMEA2826841	dustbin__05	bacterium_2013arg42i	0.9739052057266235	True
data/fcgr/6mer/dustbin__08/SAMEA3545345.npy	bacteroides_caccae	SAMEA3545345	dustbin__08	bacteroides_caccae	0.9386701583862305	True
data/fcgr/6mer/dustbin__15/SAMEA3545363.npy	bacteroides_cellulosilyticus	SAMEA3545363	dustbin__15	bacteroides_cellulosilyticus	0.762965977191925	True
data/fcgr/6mer/dustbin__20/SAMN00630425.npy	bacteroides_dorei	SAMN00630425	dustbin__20	bacteroides_dorei	0.9712498188018799	True
data/fcgr/6mer/bacteroides_fragilis__01/SAMN06342725.npy	bacteroides_fragilis	SAMN06342725	bacteroides_fragilis__01	bacteroides_fragilis	0.9843508005142212	True
data/fcgr/6mer/dustbin__13/SAMEA30075418.npy	bacteroides_helcogenes	SAMEA30075418	dustbin__13	bacteroides_helcogenes	0.9211191534996033	True
data/fcgr/6mer/dustbin__16/SAMN06473578.npy	bacteroides_ovatus	SAMN06473578	dustbin__16	bacteroides_ovatus	0.8017900586128235	True
data/fcgr/6mer/dustbin__05/SAMN06473699.npy	bacteroides_salanitronis	SAMN06473699	dustbin__05	bacteroides_salanitronis	0.9945687055587769	True
data/fcgr/6mer/dustbin__11/SAMN03268718.npy	bacteroides_thetaiotaomicron	SAMN03268718	dustbin__11	bacteroides_thetaiotaomicron	0.844109833240509	True
data/fcgr/6mer/dustbin__20/SAMEA43993168.npy	bacteroides_vulgatus	SAMEA43993168	dustbin__20	bacteroides_vulgatus	0.9782900214195251	True
data/fcgr/6mer/dustbin__02/SAMN01113161.npy	barnesiella_viscericola	SAMN01113161	dustbin__02	barnesiella_viscericola	0.9494103193283081	True
data/fcgr/6mer/dustbin__09/SAMN00771365.npy	bartonella_apis	SAMN00771365	dustbin__09	bartonella_apis	0.9660078287124634	True
data/fcgr/6mer/dustbin__05/SAMN02373798.npy	bartonella_australis	SAMN02373798	dustbin__05	bartonella_australis	0.6253744959831238	True
data/fcgr/6mer/dustbin__08/SAMN01921137.npy	bartonella_bacilliformis	SAMN01921137	dustbin__08	bartonella_bacilliformis	0.9854446053504944	True
data/fcgr/6mer/dustbin__15/SAMN02364141.npy	bartonella_henselae	SAMN02364141	dustbin__15	bartonella_henselae	0.6210960745811462	True
data/fcgr/6mer/dustbin__22/SAMN02364133.npy	bartonella_quintana	SAMN02364133	dustbin__22	bartonella_quintana	0.9860164523124695	True
data/fcgr/6mer/dustbin__05/SAMN00771362.npy	bartonella_schoenbuchensis	SAMN00771362	dustbin__05	bartonella_schoenbuchensis	0.7080659866333008	True
data/fcgr/6mer/dustbin__18/SAMN00737774.npy	bartonella_vinsonii	SAMN00737774	dustbin__18	bartonella_vinsonii	0.7837765216827393	True
data/fcgr/6mer/dustbin__19/SAMN06295967.npy	belliella_baltica	SAMN06295967	dustbin__19	belliella_baltica	0.9648255109786987	True
data/fcgr/6mer/dustbin__06/SAMN00115005.npy	bernardetia_litoralis	SAMN00115005	dustbin__06	bernardetia_litoralis	0.646107017993927	True
data/fcgr/6mer/dustbin__14/SAMN02746056.npy	betaproteobacteria_bacterium_gr16-43	SAMN02746056	dustbin__14	betaproteobacteria_bacterium_gr16-43	0.9464150071144104	True
data/fcgr/6mer/dustbin__09/SAMN02442044.npy	bifidobacterium_adolescentis	SAMN02442044	dustbin__09	bifidobacterium_adolescentis	0.9957147240638733	True
data/fcgr/6mer/dustbin__04/SAMN02442016.npy	bifidobacterium_angulatum	SAMN02442016	dustbin__04	bifidobacterium_angulatum	0.8765735626220703	True
